Id,listing_id,listing_date,sale_date,is_renovated,amenity_score,OverallQual,OverallCond,GrLivArea,TotalBsmtSF,LotArea,property_age,years_since_remodel,total_baths,GarageCars,Fireplaces,dist_school_km,dist_hospital_km,dist_transit_km,renovation_cost_usd,local_interest_rate_pct,listing_month,Neighborhood,BldgType,HouseStyle,ExterQual,KitchenQual,CentralAir,sale_price,sale_price_market_adjusted,is_monitoring_stream
1084,L-001084,2006-02-03,2006-03-21,0,30.6,6,6,1251,1251,8800,42,42,2.0,1,2,3.41,1.83,2.51,0.0,6.23,2,NAmes,1Fam,1Story,TA,TA,Y,160000,160000,0
1089,L-001089,2006-02-03,2006-04-05,0,40.1,7,5,1709,970,2522,2,2,2.0,2,0,1.45,6.06,1.68,0.0,6.23,2,Edwards,Twnhs,2Story,Gd,Gd,Y,137500,137500,0
1078,L-001078,2006-02-05,2006-03-05,0,34.3,5,5,1096,1096,15870,37,37,2.0,1,0,2.08,2.34,2.27,0.0,6.23,2,NAmes,1Fam,1Story,TA,TA,Y,138800,138800,0
1186,L-001186,2006-02-06,2006-03-15,1,34.4,5,7,1221,784,9738,82,56,2.0,1,0,1.83,4.73,1.35,41500.0,6.23,2,Edwards,1Fam,1.5Fin,TA,TA,Y,104900,104900,0
417,L-000417,2006-02-06,2006-03-22,0,43.4,6,7,1400,672,7844,28,28,1.5,2,1,0.85,2.09,4.4,0.0,6.23,2,Sawyer,1Fam,2Story,TA,TA,Y,149500,149500,0
328,L-000328,2006-02-06,2006-04-05,0,33.4,6,5,1383,1383,11600,46,46,1.5,1,0,2.4,2.01,2.52,0.0,6.23,2,NAmes,1Fam,1Story,TA,TA,Y,145250,145250,0
220,L-000220,2006-02-08,2006-03-03,1,33.9,7,5,1248,1248,3010,1,0,2.0,2,0,2.42,5.0,0.78,57500.0,6.23,2,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,167240,167240,0
754,L-000754,2006-02-12,2006-03-20,0,30.4,8,5,2098,1030,10240,1,1,2.5,3,1,1.95,4.47,2.99,0.0,6.23,2,NridgHt,1Fam,2Story,Gd,Ex,Y,275500,275500,0
1252,L-001252,2006-02-13,2006-03-11,0,31.2,7,5,1405,1405,3136,3,3,2.0,2,1,1.82,4.06,3.43,0.0,6.23,2,NridgHt,TwnhsE,1Story,Gd,Gd,Y,171750,171750,0
765,L-000765,2006-02-13,2006-04-27,1,39.4,8,5,1494,1494,9549,11,10,2.5,2,1,3.34,0.42,4.34,36600.0,6.23,2,Veenker,TwnhsE,1Story,Gd,Ex,Y,270000,270000,0
82,L-000082,2006-02-13,2006-03-25,0,36.4,6,5,1337,1237,4500,8,8,3.0,2,0,2.98,6.62,0.68,0.0,6.23,2,Mitchel,TwnhsE,1Story,TA,TA,Y,153500,153500,0
296,L-000296,2006-02-09,2006-03-17,0,30.1,6,6,1003,1003,7937,22,22,2.0,2,0,3.51,6.22,0.68,0.0,6.23,2,Mitchel,1Fam,SLvl,TA,TA,Y,142500,142500,0
512,L-000512,2006-02-14,2006-03-01,1,32.2,7,5,1368,1368,6792,1,0,2.0,2,1,1.71,4.49,2.8,46300.0,6.23,2,NridgHt,TwnhsE,1Story,Gd,Gd,Y,202665,202665,0
947,L-000947,2006-02-16,2006-03-23,0,31.8,5,6,1144,1144,8163,47,47,2.0,1,1,2.7,2.28,2.28,0.0,6.23,2,NAmes,1Fam,SLvl,TA,TA,Y,143000,143000,0
970,L-000970,2006-02-17,2006-03-27,0,33.3,6,5,1095,588,10382,48,48,2.0,1,0,2.9,1.96,1.71,0.0,6.23,2,NAmes,2fmCon,SLvl,TA,TA,Y,140000,140000,0
481,L-000481,2006-02-18,2006-03-12,1,32.3,9,5,1850,1833,16033,2,1,3.0,3,1,1.67,4.84,2.65,78300.0,6.23,2,NridgHt,1Fam,1Story,Gd,Gd,Y,326000,326000,0
599,L-000599,2006-02-20,2006-03-23,0,33.0,5,6,1647,1430,12984,29,29,3.0,2,1,2.53,1.35,5.44,0.0,6.23,2,Crawfor,1Fam,1Story,TA,Gd,Y,217500,217500,0
1180,L-001180,2006-02-21,2006-04-01,0,31.7,5,5,1124,0,8335,52,52,1.0,0,1,2.29,5.55,1.24,0.0,6.23,2,Edwards,1Fam,1Story,TA,TA,Y,93000,93000,0
247,L-000247,2006-02-21,2006-04-13,1,60.9,6,8,1928,1020,9142,96,56,2.0,1,0,0.56,4.01,0.35,68700.0,6.23,2,OldTown,2fmCon,2Story,TA,Fa,N,137000,137000,0
1181,L-001181,2006-02-21,2006-04-08,1,30.5,7,5,2514,1216,11170,16,15,2.5,2,0,2.24,2.71,3.99,81400.0,6.23,2,Timber,1Fam,2Story,TA,TA,Y,250000,250000,0
1266,L-001266,2006-02-24,2006-03-24,0,40.2,7,5,1452,691,3735,7,7,3.5,2,0,1.68,2.65,2.17,0.0,6.23,2,Somerst,TwnhsE,2Story,Gd,Gd,Y,183900,183900,0
1247,L-001247,2006-02-26,2006-03-24,1,38.9,7,5,1553,756,8125,1,0,2.5,2,0,1.7,2.65,2.84,26400.0,6.23,2,Somerst,1Fam,2Story,Gd,Gd,Y,186500,186500,0
1294,L-001294,2006-02-26,2006-03-20,0,25.6,7,5,1664,832,10140,30,30,2.5,2,1,3.49,3.19,3.68,0.0,6.23,2,NWAmes,1Fam,2Story,TA,TA,Y,162900,162900,0
1304,L-001304,2006-02-28,2006-04-05,0,33.8,7,5,1616,1616,8688,1,1,2.0,3,0,2.15,2.59,2.04,0.0,6.23,2,Somerst,1Fam,1Story,Gd,Gd,Y,232000,232000,0
693,L-000693,2006-03-04,2006-04-07,1,30.9,7,5,2519,1210,26178,17,16,3.5,2,2,2.33,2.23,4.59,91300.0,6.33,3,Timber,1Fam,2Story,Gd,Gd,Y,335000,335000,0
150,L-000150,2006-03-04,2006-04-07,1,46.4,5,4,1344,896,6240,70,56,1.0,1,0,2.55,0.68,2.1,35000.0,6.33,3,BrkSide,1Fam,1.5Fin,TA,TA,Y,115000,115000,0
1077,L-001077,2006-03-07,2006-04-24,1,54.4,5,8,1466,796,10800,70,17,2.5,2,1,0.62,3.58,0.43,50900.0,6.33,3,OldTown,1Fam,1.5Fin,TA,Gd,Y,170000,170000,0
221,L-000221,2006-03-07,2006-04-09,0,30.4,7,5,1498,1498,8990,0,0,2.0,2,0,3.64,1.66,2.72,0.0,6.33,3,CollgCr,1Fam,1Story,Gd,Gd,Y,204900,204900,0
578,L-000578,2006-03-07,2006-05-04,0,42.2,5,6,1320,1164,11777,40,40,2.0,2,2,0.85,2.71,3.84,0.0,6.33,3,Sawyer,1Fam,SLvl,TA,TA,Y,164500,164500,0
350,L-000350,2006-03-08,2006-04-21,1,30.3,9,5,2728,1848,20431,1,0,3.5,3,2,2.19,3.05,3.73,94000.0,6.33,3,NridgHt,1Fam,2Story,Ex,Ex,Y,437154,437154,0
562,L-000562,2006-03-09,2006-04-24,1,31.2,5,5,1389,1389,10010,32,31,2.0,2,1,2.97,5.2,0.85,38800.0,6.33,3,Mitchel,1Fam,1Story,TA,TA,Y,170000,170000,0
526,L-000526,2006-03-10,2006-04-17,0,37.9,7,5,1266,1257,7500,1,1,2.0,2,1,1.9,3.21,2.06,0.0,6.33,3,Somerst,1Fam,1Story,Gd,Gd,Y,176000,176000,0
772,L-000772,2006-03-10,2006-04-12,0,32.1,4,5,1220,836,8877,55,55,1.0,2,0,2.06,5.93,1.36,0.0,6.33,3,Edwards,1Fam,1Story,TA,TA,Y,102000,102000,0
489,L-000489,2006-03-12,2006-05-08,1,54.7,5,4,2414,954,10800,106,36,2.0,2,1,0.6,4.67,0.32,96400.0,6.33,3,OldTown,2fmCon,1.5Fin,TA,TA,N,160000,160000,0
1338,L-001338,2006-03-14,2006-03-22,1,69.3,4,4,693,693,4118,65,56,1.0,0,0,0.47,3.21,0.32,20300.0,6.33,3,OldTown,1Fam,1Story,TA,Fa,N,52500,52500,0
194,L-000194,2006-03-16,2006-05-24,0,38.4,7,5,1709,970,2522,2,2,2.0,2,0,2.04,3.63,1.67,0.0,6.33,3,Edwards,Twnhs,2Story,Gd,Gd,Y,130000,130000,0
1069,L-001069,2006-03-17,2006-06-02,0,41.9,6,4,2521,942,3964,33,33,3.5,2,1,2.01,1.75,2.13,0.0,6.33,3,MeadowV,TwnhsE,2Story,TA,TA,Y,151400,151400,0
1090,L-001090,2006-03-20,2006-04-12,0,36.4,8,5,1247,1247,3316,1,1,2.5,2,1,2.25,2.44,2.81,0.0,6.33,3,Somerst,TwnhsE,1Story,Gd,Gd,Y,197000,197000,0
1453,L-001453,2006-03-20,2006-05-16,0,34.8,5,5,1072,547,3675,1,1,2.0,2,0,2.49,6.64,1.33,0.0,6.33,3,Edwards,TwnhsE,SLvl,TA,TA,Y,145000,145000,0
701,L-000701,2006-03-22,2006-05-07,0,29.2,8,5,1800,1800,14331,4,4,3.0,3,1,2.48,2.35,6.02,0.0,6.33,3,Timber,1Fam,1Story,Gd,Gd,Y,312500,312500,0
1295,L-001295,2006-03-22,2006-04-12,1,37.2,5,7,864,864,8172,51,16,2.0,2,0,1.46,4.89,1.28,21200.0,6.33,3,Edwards,1Fam,1Story,TA,TA,Y,115000,115000,0
1020,L-001020,2006-03-23,2006-04-13,0,32.2,7,5,1506,1362,3013,1,1,2.0,2,1,2.3,5.87,1.06,0.0,6.33,3,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,213490,213490,0
976,L-000976,2006-03-23,2006-04-25,0,37.2,7,5,1382,673,2651,6,6,3.5,2,0,2.04,2.88,2.31,0.0,6.33,3,Somerst,Twnhs,2Story,Gd,Gd,Y,165000,165000,0
1220,L-001220,2006-03-25,2006-04-26,0,41.3,6,5,1218,672,1680,35,35,1.5,0,0,1.99,4.28,0.83,0.0,6.33,3,BrDale,Twnhs,2Story,TA,TA,Y,91500,91500,0
263,L-000263,2006-03-26,2006-07-03,1,38.8,6,7,1212,506,8471,29,11,2.0,2,1,1.01,3.23,4.19,32600.0,6.33,3,Sawyer,1Fam,SLvl,TA,TA,Y,151000,151000,0
1232,L-001232,2006-03-26,2006-05-22,0,34.4,5,6,1190,1106,7728,44,44,2.0,2,0,2.08,2.18,2.49,0.0,6.33,3,NAmes,Duplex,SLvl,TA,TA,Y,132500,132500,0
1365,L-001365,2006-03-27,2006-04-20,0,35.8,7,5,1200,600,3180,1,1,2.5,2,0,2.17,3.78,1.95,0.0,6.33,3,Somerst,TwnhsE,2Story,Gd,Gd,Y,144152,144152,0
897,L-000897,2006-03-29,2006-04-19,1,40.5,4,6,951,951,8765,70,56,1.0,1,0,1.38,5.96,1.77,16000.0,6.33,3,IDOTRR,1Fam,1Story,TA,TA,N,106500,106500,0
852,L-000852,2006-03-29,2006-05-02,0,32.0,8,5,1456,1273,3196,3,3,2.0,2,1,2.37,8.18,0.83,0.0,6.33,3,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,215000,215000,0
135,L-000135,2006-03-30,2006-07-05,1,39.8,5,6,1721,1461,10335,38,13,2.5,2,1,0.98,3.17,3.55,49400.0,6.33,3,Sawyer,1Fam,1Story,TA,TA,Y,180000,180000,0
243,L-000243,2006-03-30,2006-04-14,1,61.9,5,4,1440,540,5000,106,56,1.0,1,0,0.51,4.63,0.29,35600.0,6.33,3,OldTown,1Fam,1.5Fin,TA,TA,N,79000,79000,0
86,L-000086,2006-03-31,2006-04-22,1,48.0,8,5,2417,1288,16059,15,14,2.5,2,1,0.64,8.16,0.78,62000.0,6.33,3,NoRidge,1Fam,2Story,Gd,Gd,Y,260000,260000,0
1210,L-001210,2006-04-01,2006-05-05,0,36.2,8,5,1660,1660,10182,0,0,3.0,2,1,1.7,2.68,2.04,0.0,6.36,4,Somerst,1Fam,1Story,Gd,Gd,Y,290000,290000,0
557,L-000557,2006-04-02,2006-05-19,0,29.3,5,5,1092,1092,14850,49,49,2.0,1,1,3.62,2.5,1.88,0.0,6.36,4,NAmes,1Fam,1Story,TA,TA,Y,141000,141000,0
908,L-000908,2006-04-03,2006-06-16,1,31.3,7,7,2057,1017,11500,70,19,1.5,1,1,2.15,2.26,5.13,68100.0,6.36,4,Crawfor,1Fam,1.5Fin,Gd,Gd,Y,250000,250000,0
216,L-000216,2006-04-04,2006-05-05,1,32.8,5,6,1236,1070,10011,49,10,1.5,1,1,2.31,2.43,2.35,48000.0,6.36,4,NAmes,1Fam,1Story,TA,Gd,Y,134450,134450,0
45,L-000045,2006-04-06,2006-05-18,0,32.9,5,6,1150,1150,7945,47,47,2.0,1,0,3.23,1.58,2.09,0.0,6.36,4,NAmes,1Fam,1Story,TA,TA,Y,141000,141000,0
925,L-000925,2006-04-06,2006-05-04,0,23.5,6,6,1686,1686,10240,26,26,3.0,2,1,4.75,3.6,2.81,0.0,6.36,4,NWAmes,1Fam,1Story,TA,TA,Y,207500,207500,0
138,L-000138,2006-04-07,2006-07-12,1,33.1,7,5,1959,1907,11070,18,17,3.0,3,0,2.49,4.7,0.9,86700.0,6.36,4,Mitchel,Duplex,1Story,TA,TA,Y,171000,171000,0
203,L-000203,2006-04-07,2006-05-13,1,59.2,6,6,1310,617,7000,82,56,2.0,1,0,0.64,4.37,0.32,45800.0,6.36,4,OldTown,1Fam,1.5Fin,TA,TA,Y,112000,112000,0
1030,L-001030,2006-04-08,2006-05-22,0,40.7,6,7,1218,672,1680,34,34,2.0,1,0,2.05,4.16,0.91,0.0,6.36,4,BrDale,Twnhs,2Story,TA,TA,Y,118000,118000,0
448,L-000448,2006-04-08,2006-07-19,1,30.7,7,5,1886,930,11214,8,7,2.5,2,1,3.05,1.62,4.06,54700.0,6.36,4,Gilbert,1Fam,2Story,Gd,Gd,Y,199900,199900,0
1387,L-001387,2006-04-09,2006-07-06,0,23.4,7,5,2784,1392,16692,28,28,4.5,2,2,4.81,2.98,3.67,0.0,6.36,4,NWAmes,1Fam,2Story,TA,Gd,Y,250000,250000,0
714,L-000714,2006-04-10,2006-05-02,0,39.7,4,5,960,960,9873,36,36,2.0,2,0,2.5,0.8,2.46,0.0,6.36,4,BrkSide,2fmCon,1Story,TA,TA,N,129000,129000,0
248,L-000248,2006-04-10,2006-06-03,0,30.2,6,5,1375,1367,11310,52,52,1.0,2,1,3.94,1.99,1.82,0.0,6.36,4,NAmes,1Fam,1Story,TA,TA,Y,140000,140000,0
1208,L-001208,2006-04-11,2006-05-06,0,30.7,6,5,1700,1682,9135,3,3,3.0,2,0,2.58,2.38,3.11,0.0,6.36,4,CollgCr,1Fam,1Story,Gd,Gd,Y,200000,200000,0
311,L-000311,2006-04-11,2006-05-12,1,32.1,6,5,1501,697,7685,13,12,2.5,2,1,3.77,1.08,3.82,38200.0,6.36,4,Gilbert,1Fam,2Story,TA,Gd,Y,165600,165600,0
313,L-000313,2006-04-13,2006-05-06,1,64.1,5,7,1118,793,7800,67,56,2.0,2,1,0.56,5.86,0.36,22100.0,6.36,4,OldTown,2fmCon,1.5Fin,TA,TA,Y,119900,119900,0
1215,L-001215,2006-04-14,2006-05-03,0,32.5,5,5,999,925,10205,44,44,2.0,1,0,3.28,1.66,2.06,0.0,6.36,4,NAmes,1Fam,SFoyer,TA,TA,Y,134500,134500,0
493,L-000493,2006-04-14,2006-05-01,0,28.7,6,5,1456,728,15578,0,0,2.5,2,0,3.73,1.79,3.61,0.0,6.36,4,Gilbert,1Fam,2Story,Gd,TA,Y,172785,172785,0
809,L-000809,2006-04-15,2006-06-04,0,32.8,5,5,1086,1024,13400,40,40,2.0,2,1,2.9,1.79,2.2,0.0,6.36,4,NAmes,1Fam,SLvl,TA,TA,Y,159950,159950,0
394,L-000394,2006-04-16,2006-04-26,1,51.9,4,5,788,788,7446,65,56,1.0,0,2,1.98,0.55,1.58,25500.0,6.36,4,BrkSide,1Fam,1Story,TA,TA,Y,100000,100000,0
631,L-000631,2006-04-16,2006-06-11,1,62.4,5,6,1750,636,9000,126,15,1.0,1,0,0.71,3.27,0.52,26600.0,6.36,4,OldTown,1Fam,2Story,TA,Ex,Y,124000,124000,0
1245,L-001245,2006-04-16,2006-06-11,1,38.9,8,7,1517,792,11435,77,56,1.0,2,2,1.54,1.39,4.53,29400.0,6.36,4,Crawfor,1Fam,2Story,TA,Gd,Y,230000,230000,0
339,L-000339,2006-04-16,2006-05-27,1,22.7,7,7,1621,1208,14145,22,8,3.0,2,0,5.05,4.04,2.64,35200.0,6.36,4,NWAmes,1Fam,1Story,Gd,Gd,Y,202500,202500,0
484,L-000484,2006-04-17,2006-05-12,0,35.4,6,5,1216,1216,4500,8,8,3.0,2,0,3.27,5.86,0.77,0.0,6.36,4,Mitchel,Twnhs,1Story,TA,TA,Y,164000,164000,0
738,L-000738,2006-04-18,2006-06-09,0,28.1,8,5,1801,893,10463,1,1,2.5,3,1,5.43,1.34,3.43,0.0,6.36,4,Gilbert,1Fam,2Story,Gd,Gd,Y,239900,239900,0
449,L-000449,2006-04-18,2006-06-08,1,46.6,6,6,1376,780,8600,69,56,2.0,1,1,1.01,4.1,1.56,40900.0,6.36,4,IDOTRR,1Fam,1.5Fin,TA,TA,Y,119500,119500,0
1298,L-001298,2006-04-19,2006-06-27,1,35.3,6,5,1072,547,3675,1,0,3.0,2,0,2.05,6.86,1.83,41600.0,6.36,4,Edwards,TwnhsE,SFoyer,TA,TA,Y,140000,140000,0
246,L-000246,2006-04-19,2006-06-06,0,23.2,7,5,1872,1845,10400,18,18,2.5,2,1,4.2,3.61,3.85,0.0,6.36,4,NWAmes,1Fam,1Story,TA,TA,Y,241500,241500,0
287,L-000287,2006-04-19,2006-06-07,1,37.1,6,7,1734,912,9786,44,25,1.5,2,1,2.26,1.59,1.8,40800.0,6.36,4,NAmes,1Fam,1.5Fin,TA,Gd,Y,159000,159000,0
387,L-000387,2006-04-20,2006-05-10,1,34.1,5,3,1184,658,8410,96,10,1.0,0,0,2.39,5.63,1.94,36800.0,6.36,4,Edwards,1Fam,1.5Fin,TA,TA,Y,81000,81000,0
780,L-000780,2006-04-21,2006-05-24,0,33.3,6,5,1004,975,10530,29,29,2.0,2,0,2.37,4.91,0.93,0.0,6.36,4,Mitchel,Duplex,SFoyer,TA,TA,Y,135000,135000,0
1214,L-001214,2006-04-22,2006-05-08,1,37.9,4,9,960,648,10246,41,5,1.5,1,0,1.01,4.2,3.74,19200.0,6.36,4,Sawyer,1Fam,SLvl,TA,TA,Y,145000,145000,0
1147,L-001147,2006-04-22,2006-05-27,0,33.3,6,5,1298,1298,11200,21,21,3.0,2,1,2.13,1.86,4.2,0.0,6.36,4,SawyerW,1Fam,1Story,Gd,Gd,Y,180000,180000,0
1421,L-001421,2006-04-22,2006-05-27,0,25.4,6,6,1416,708,11700,38,38,2.5,2,1,4.08,2.82,3.23,0.0,6.36,4,NWAmes,1Fam,2Story,TA,TA,Y,179900,179900,0
466,L-000466,2006-04-23,2006-05-23,0,37.7,7,5,1414,1375,3072,2,2,2.0,2,1,2.1,6.85,1.06,0.0,6.36,4,Blmngtn,TwnhsE,1Story,Gd,Gd,Y,178740,178740,0
1047,L-001047,2006-04-27,2006-07-07,1,46.9,9,5,2868,1992,16056,1,0,3.5,3,1,0.62,5.96,1.3,67300.0,6.36,4,StoneBr,1Fam,2Story,Gd,Ex,Y,556581,556581,0
1170,L-001170,2006-04-27,2006-07-11,1,49.2,10,5,3627,1930,35760,11,10,4.5,3,1,0.61,6.23,0.82,154700.0,6.36,4,NoRidge,1Fam,2Story,Gd,Gd,Y,625000,625000,0
677,L-000677,2006-04-27,2006-05-24,1,61.1,4,2,1774,1095,9600,106,56,3.0,3,0,0.46,4.7,0.47,53900.0,6.36,4,OldTown,1Fam,2Story,TA,TA,N,87000,87000,0
61,L-000061,2006-04-28,2006-05-18,0,33.7,6,5,1158,1158,13072,2,2,2.5,2,0,2.39,1.48,4.19,0.0,6.36,4,SawyerW,1Fam,1Story,TA,Gd,Y,158000,158000,0
1339,L-001339,2006-04-29,2006-06-26,0,29.8,7,5,1861,916,13450,4,4,3.5,2,0,3.06,2.72,2.12,0.0,6.36,4,CollgCr,1Fam,2Story,Gd,Gd,Y,200000,200000,0
673,L-000673,2006-04-29,2006-06-23,0,38.2,6,6,1208,1208,11250,29,29,2.5,2,1,3.13,0.59,3.78,0.0,6.36,4,Veenker,1Fam,1Story,Gd,TA,Y,165000,165000,0
291,L-000291,2006-04-30,2006-07-17,0,30.2,8,5,1919,1079,15611,0,0,2.5,2,1,2.7,2.87,2.36,0.0,6.36,4,CollgCr,1Fam,2Story,Gd,Gd,Y,233230,233230,0
1347,L-001347,2006-04-30,2006-06-02,1,30.9,7,7,2156,1568,20781,38,3,2.0,2,1,5.21,4.36,3.73,102500.0,6.36,4,NWAmes,1Fam,1Story,TA,TA,Y,262500,262500,0
999,L-000999,2006-05-02,2006-05-21,1,42.6,3,4,1077,1007,9786,84,56,1.0,1,1,1.43,5.22,1.18,30200.0,6.27,5,IDOTRR,1Fam,1Story,TA,TA,N,91000,91000,0
